"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"11","1/1/2015","Quarter1","1","Thursday",9,0.7,28.08,872,6900,44,0,0,0,57.5,0.721126957
"38","1/3/2015","Quarter1","1","Saturday",9,0.7,28.08,1072,6900,40,0,0,0,57.5,0.699965217
"46","1/4/2015","Quarter1","1","Sunday",9,0.8,26.16,1278,7080,60,0,0,0,59,0.850569492
"66","1/5/2015","Quarter1","1","Monday",9,0.8,26.16,1227,7080,75,0,0,0,59,0.850569492
"90","1/6/2015","Quarter1","1","Tuesday",9,0.8,26.16,1305,10620,75,0,0,0,59,0.850502311
"108","1/7/2015","Quarter1","1","Wednesday",9,0.8,26.16,1324,10620,75,0,0,0,59,0.850502311
"129","1/8/2015","Quarter2","1","Thursday",9,0.8,26.16,1216,10620,88,0,0,0,59,0.900215716
"153","1/10/2015","Quarter2","1","Saturday",9,0.8,26.16,1122,10620,75,0,0,0,59,0.851174114
"173","1/11/2015","Quarter2","1","Sunday",9,0.8,26.16,1095,10620,88,0,0,0,59,0.900215716
"200","1/12/2015","Quarter2","1","Monday",9,0.8,26.16,1093,10620,75,0,0,0,59,0.850502311
"223","1/13/2015","Quarter2","1","Tuesday",9,0.8,26.16,1156,10620,75,0,0,0,59,0.850502311
"245","1/14/2015","Quarter2","1","Wednesday",9,0.8,26.16,1232,10620,75,0,0,0,59,0.850502311
"268","1/15/2015","Quarter3","1","Thursday",9,0.8,26.16,1369,10620,63,0,0,0,59,0.800117103
"289","1/17/2015","Quarter3","1","Saturday",9,0.8,26.16,1128,10620,63,0,0,0,59,0.800117103
"306","1/18/2015","Quarter3","1","Sunday",9,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009
"324","1/19/2015","Quarter3","1","Monday",9,0.8,26.16,1196,10620,63,0,0,0,59,0.800117103
"341","1/20/2015","Quarter3","1","Tuesday",9,0.8,26.16,399,10620,63,0,0,0,59,0.800117103
"368","1/21/2015","Quarter3","1","Wednesday",9,0.8,54.56,757,4140,29,0,0,0,58,0.520237649
"390","1/22/2015","Quarter4","1","Thursday",9,0.5,29.12,970,10440,30,0,0,0,58,0.500547544
"412","1/24/2015","Quarter4","1","Saturday",9,0.6,29.12,925,6660,23,0,0,0,58,0.600125217
"433","1/25/2015","Quarter4","1","Sunday",9,0.65,29.12,1086,10440,26,0,0,0,58,0.650407524
"452","1/26/2015","Quarter4","1","Monday",9,0.7,29.12,1143,10440,40,0,0,0,58,0.70061442
"471","1/27/2015","Quarter4","1","Tuesday",9,0.7,29.12,1294,6960,50,0,0,0,58,0.700386207
"489","1/28/2015","Quarter4","1","Wednesday",9,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103
"510","1/29/2015","Quarter5","1","Thursday",9,0.7,29.12,1170,6960,53,0,0,0,58,0.850170115
"535","1/31/2015","Quarter5","1","Saturday",9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526
"554","2/1/2015","Quarter1","1","Sunday",9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103
"571","2/2/2015","Quarter1","1","Monday",9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218
"592","2/3/2015","Quarter1","1","Tuesday",9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
"608","2/4/2015","Quarter1","1","Wednesday",9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
"629","2/5/2015","Quarter1","1","Thursday",9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
"646","2/7/2015","Quarter1","1","Saturday",9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
"666","2/8/2015","Quarter2","1","Sunday",9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
"683","2/9/2015","Quarter2","1","Monday",9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
"700","2/10/2015","Quarter2","1","Tuesday",9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008
"722","2/11/2015","Quarter2","1","Wednesday",9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144
"746","2/12/2015","Quarter2","1","Thursday",9,0.8,29.12,14,6960,0,0,0,0,58,0.497885057
"785","2/15/2015","Quarter3","1","Sunday",9,0.5,18.79,1688,5280,0,0,0,1,54,0.283054487
"802","2/16/2015","Quarter3","1","Monday",9,0.6,18.79,2103,5400,0,0,0,1,54,0.329964879
"818","2/17/2015","Quarter3","1","Tuesday",9,0.65,18.79,2120,5520,0,0,0,1,51,0.650134
"836","2/18/2015","Quarter3","1","Wednesday",9,0.7,18.79,1587,4560,30,0,0,1,51,0.70009573
"859","2/19/2015","Quarter3","1","Thursday",9,0.7,18.79,1603,6120,30,0,0,1,51,0.638614379
"878","2/22/2015","Quarter4","1","Sunday",9,0.7,18.79,1717,3240,30,0,0,1,57,0.627011183
"898","2/23/2015","Quarter4","1","Monday",9,0.7,18.79,1641,6000,40,0,0,1,50,0.60128
"918","2/24/2015","Quarter4","1","Tuesday",9,0.7,18.79,1068,3000,30,0,0,1,52,0.700256795
"923","2/25/2015","Quarter4","1","Wednesday",9,0.75,18.79,1085,6240,56,0,0,1,52,0.970816667
"952","2/26/2015","Quarter4","1","Thursday",9,0.75,18.79,1020,5640,45,0,0,1,52,0.750371895
"974","2/28/2015","Quarter4","1","Saturday",9,0.75,18.79,841,6240,45,0,0,1,52,0.750395513
"992","3/1/2015","Quarter1","1","Sunday",9,0.75,18.79,895,6240,34,0,0,0,52,0.750395513
"1018","3/2/2015","Quarter1","1","Monday",9,0.75,18.79,935,6240,45,0,0,0,52,0.750395513
"1035","3/3/2015","Quarter1","1","Tuesday",9,0.75,18.79,1096,6240,34,0,0,0,52,0.750395513
"1060","3/4/2015","Quarter1","1","Wednesday",9,0.75,18.79,1206,6240,34,0,0,0,52,0.750395513
"1080","3/5/2015","Quarter1","1","Thursday",9,0.75,18.79,1228,6240,45,0,0,0,52,0.750395513
"1097","3/7/2015","Quarter1","1","Saturday",9,0.75,18.79,1226,3480,45,0,0,0,51,0.749987124
"1120","3/8/2015","Quarter2","1","Sunday",9,0.75,18.79,1239,5640,45,0,0,0,52,0.750371895
"1141","3/9/2015","Quarter2","1","Monday",9,0.75,18.79,1193,6240,45,0,0,0,52,0.750395513
"1164","3/10/2015","Quarter2","1","Tuesday",9,0.75,18.79,1247,6240,45,0,0,0,52,0.750395513
"1185","3/11/2015","Quarter2","1","Wednesday",9,0.75,18.79,290,5040,45,0,0,0,52,0.750347333
