"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"22","1/3/2015","Quarter1","2","Saturday",9,0.8,4.15,NA,960,0,0,0,0,8,0.956270833
"42","1/4/2015","Quarter1","2","Sunday",9,0.8,3.94,NA,960,0,0,0,0,8,0.931645833
"67","1/5/2015","Quarter1","2","Monday",9,0.8,2.9,NA,1920,0,0,0,0,8,0.820833333
"88","1/6/2015","Quarter1","2","Tuesday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"106","1/7/2015","Quarter1","2","Wednesday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.880530303
"130","1/8/2015","Quarter2","2","Thursday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.891723485
"152","1/10/2015","Quarter2","2","Saturday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"175","1/11/2015","Quarter2","2","Sunday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"198","1/12/2015","Quarter2","2","Monday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"221","1/13/2015","Quarter2","2","Tuesday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"244","1/14/2015","Quarter2","2","Wednesday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"264","1/15/2015","Quarter3","2","Thursday",9,0.8,3.94,NA,1440,0,0,0,0,8,0.858143939
"283","1/17/2015","Quarter3","2","Saturday",9,0.8,3.94,NA,1800,0,0,0,0,10,0.82680303
"316","1/18/2015","Quarter3","2","Sunday",9,0.8,3.94,NA,1800,0,0,0,0,10,0.582045455
"320","1/19/2015","Quarter3","2","Monday",9,0.8,3.94,NA,1800,0,0,0,0,10,0.964106061
"346","1/20/2015","Quarter3","2","Tuesday",9,0.8,3.94,NA,1800,0,0,0,0,10,0.72830303
"357","1/21/2015","Quarter3","2","Wednesday",9,0.8,3.94,NA,2400,0,0,0,0,8,0.827147436
"416","1/24/2015","Quarter4","2","Saturday",9,0.6,3.94,NA,1440,0,0,0,0,8,0.261174242
"526","1/31/2015","Quarter5","2","Saturday",9,0.75,3.94,NA,240,0,0,0,0,2,0.971866667
"563","2/2/2015","Quarter1","2","Monday",9,0.75,3.94,NA,960,0,0,0,0,8,0.994270833
"588","2/3/2015","Quarter1","2","Tuesday",9,0.75,3.94,NA,1320,0,0,0,0,11,0.919954545
