"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"21","1/3/2015","Quarter1","2","Saturday",11,0.75,2.9,NA,5640,0,0,0,0,17,0.987880435
"61","1/4/2015","Quarter1","2","Sunday",11,0.75,4.15,NA,960,0,0,0,0,8,0.345833333
"63","1/5/2015","Quarter1","2","Monday",11,0.8,3.94,NA,2400,0,0,0,0,10,0.939513889
"87","1/6/2015","Quarter1","2","Tuesday",11,0.8,4.15,NA,2700,0,0,0,0,15,0.888686869
"146","1/8/2015","Quarter2","2","Thursday",11,0.8,4.15,NA,900,0,0,0,0,5,0.515606061
"157","1/10/2015","Quarter2","2","Saturday",11,0.8,4.15,NA,1440,0,0,0,0,8,0.817424242
"186","1/11/2015","Quarter2","2","Sunday",11,0.8,4.15,NA,1440,0,0,0,0,8,0.668087121
"214","1/12/2015","Quarter2","2","Monday",11,0.8,4.15,NA,1440,0,0,0,0,8,0.640577652
"234","1/13/2015","Quarter2","2","Tuesday",11,0.8,4.15,NA,1440,0,0,0,0,8,0.601278409
"239","1/14/2015","Quarter2","2","Wednesday",11,0.8,4.15,NA,1980,0,0,0,0,7,0.934607438
"299","1/17/2015","Quarter3","2","Saturday",11,0.8,4.15,NA,1260,0,0,0,0,7,0.313852814
"301","1/18/2015","Quarter3","2","Sunday",11,0.65,4.15,NA,2160,0,0,0,0,12,0.838383838
"336","1/19/2015","Quarter3","2","Monday",11,0.7,4.15,NA,1440,0,0,0,0,8,0.409545455
"352","1/20/2015","Quarter3","2","Tuesday",11,0.7,4.15,NA,2700,0,0,0,0,15,0.362666667
"371","1/21/2015","Quarter3","2","Wednesday",11,0.7,4.15,NA,2700,0,0,0,0,9,0.470769231
"399","1/24/2015","Quarter4","2","Saturday",11,0.75,4.15,NA,1800,0,0,0,0,10,0.896022727
"498","1/28/2015","Quarter4","2","Wednesday",11,0.5,2.9,NA,960,0,0,0,0,8,0.259375
"506","1/29/2015","Quarter5","2","Thursday",11,0.6,2.9,NA,960,0,0,0,0,8,0.864583333
"531","1/31/2015","Quarter5","2","Saturday",11,0.65,3.94,NA,600,0,0,0,0,5,0.971866667
