"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"16","1/1/2015","Quarter1","2","Thursday",4,0.75,3.94,NA,2160,0,0,0,0,18,0.593055556
"20","1/3/2015","Quarter1","2","Saturday",4,0.8,4.15,NA,6600,0,0,0,0,20,0.988024691
"45","1/4/2015","Quarter1","2","Sunday",4,0.8,3.94,NA,6600,0,0,0,0,20,0.861679012
"64","1/5/2015","Quarter1","2","Monday",4,0.8,3.94,NA,3840,0,0,0,0,16,0.893663194
"84","1/6/2015","Quarter1","2","Tuesday",4,0.8,3.94,NA,4440,0,0,0,0,18,0.966781346
"111","1/7/2015","Quarter1","2","Wednesday",4,0.8,3.94,NA,4440,0,0,0,0,18,0.827186544
"128","1/8/2015","Quarter2","2","Thursday",4,0.8,3.94,NA,12600,0,0,0,0,20,0.919905405
"151","1/10/2015","Quarter2","2","Saturday",4,0.8,3.94,NA,6000,0,0,0,0,20,0.911589744
"172","1/11/2015","Quarter2","2","Sunday",4,0.8,3.94,NA,3600,0,0,0,0,20,0.925643939
"195","1/12/2015","Quarter2","2","Monday",4,0.35,4.3,NA,3240,0,0,0,0,18,0.942213805
"217","1/13/2015","Quarter2","2","Tuesday",4,0.35,4.3,NA,2160,0,0,0,0,12,0.952020202
"240","1/14/2015","Quarter2","2","Wednesday",4,0.35,4.3,NA,2700,0,0,0,0,8,0.908080808
"260","1/15/2015","Quarter3","2","Thursday",4,0.35,4.3,NA,3600,0,0,0,0,20,0.988636364
"319","1/19/2015","Quarter3","2","Monday",4,0.7,4.3,NA,5040,0,0,0,0,28,0.977272727
"353","1/21/2015","Quarter3","2","Wednesday",4,0.75,4.3,NA,6000,0,0,0,0,20,0.978525641
"383","1/22/2015","Quarter4","2","Thursday",4,0.75,4.3,NA,9000,0,0,0,0,15,0.670216049
"410","1/24/2015","Quarter4","2","Saturday",4,0.75,4.3,NA,2160,0,0,0,0,12,0.651515152
"422","1/25/2015","Quarter4","2","Sunday",4,0.75,4.3,NA,2160,0,0,0,0,12,0.952020202
"440","1/26/2015","Quarter4","2","Monday",4,0.75,4.3,NA,2160,0,0,0,0,12,0.963699495
"460","1/27/2015","Quarter4","2","Tuesday",4,0.8,4.3,NA,1440,0,0,0,0,12,0.940625
"491","1/28/2015","Quarter4","2","Wednesday",4,0.8,4.3,NA,1440,0,0,0,0,12,0.722638889
"500","1/29/2015","Quarter5","2","Thursday",4,0.8,4.3,NA,1200,0,0,0,0,10,0.989
"523","1/31/2015","Quarter5","2","Saturday",4,0.8,3.94,NA,1200,0,0,0,0,10,0.971866667
"553","2/1/2015","Quarter1","2","Sunday",4,0.8,4.3,NA,1440,0,0,0,0,12,0.845069444
"568","2/2/2015","Quarter1","2","Monday",4,0.8,4.3,NA,1440,0,0,0,0,12,0.809236111
"597","2/3/2015","Quarter1","2","Tuesday",4,0.8,4.3,NA,1440,0,0,0,0,12,0.5375
